kernel,classic_cca,aqm,bdp,i,prague throughput,classic throughput,drops,classic,transition,scalable
5.15.72-56eae305c-prague-91,cubic,FIFO,4,8,57504735.29890362,37590855.94221525,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,5,60297184.42837,34767390.141439,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,4,2,65925493.05206362,29094402.707800187,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,9,31798704.613333087,62898600.52842592,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,1,51245442.61532207,43051010.16253548,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,4,34140838.11050763,60488090.21987407,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,3,29073124.12890873,65606799.214831784,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,6,39835426.5530634,54721248.151112184,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,7,31537328.378863107,63092024.88417296,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,0,36622381.121392235,58008584.5989441,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,8,34296873.66884036,60417246.8230122,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,5,31536957.38026129,63213580.15216323,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,0.5,2,36778695.44410077,57849860.4530789,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,9,46212295.76618209,48972774.0392115,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,1,40655436.380621724,54579825.15269182,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,4,46976795.25761132,48199699.17143608,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,3,41827524.04974672,53393940.90870707,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,6,57042048.12571188,38016283.56221676,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,7,36286532.4891649,58998447.4641509,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,0,44919211.16881572,50265520.170236275,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,8,44411383.46111455,50787762.993472025,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,5,42330964.2407518,52883147.8269829,,,,
5.15.72-56eae305c-prague-91,cubic,FIFO,1,2,55068520.538740225,40008465.42171473,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,9,8474308.73667237,86917137.5827036,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,1,9033386.604130095,86413534.36175786,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,4,8526713.78535954,86883141.30125727,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,3,8631560.3545722,86742143.6092376,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,6,8788823.70400468,86586519.97891696,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,7,8351992.724115174,86974007.394924,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,0,8753859.265839795,86551730.7428668,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,8,8579110.66432005,86730480.5395623,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,5,8439322.35166426,86812960.8941526,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,8,2,8037459.501720293,87318911.7256863,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,9,8841213.99667357,86468602.4022243,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,1,8456807.18771012,86853524.7603892,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,4,8526715.206194736,86836475.2196284,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,3,8684027.937006295,86520757.26527236,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,6,8596597.14656959,86646407.035466,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,7,8666500.02212059,86326873.5480179,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,0,8352001.631143672,86871179.1885741,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,8,8386925.303219997,86957139.91146764,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,5,8404346.80803655,86903854.2523349,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,2,2,8596654.87584376,86623110.3116902,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,9,8474291.08539982,86906676.5208123,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,1,8631562.224372426,86748367.2758338,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,4,8771327.50787892,86623785.78835605,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,3,8683980.039630463,86567561.854507,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,6,8858745.50281153,86338910.08422624,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,7,8841221.06822916,86377622.966729,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,0,8229700.211896586,87216204.3358813,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,8,8334508.825522885,87024031.3431714,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,5,8229666.88831099,87182140.77778505,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,4,2,8980972.98961463,86344772.37788448,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,9,11357278.21669371,83971773.84167977,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,1,11787266.040388864,83513496.5902581,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,4,11584472.425981438,83673645.03787602,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,3,11409747.186964283,83915178.9816568,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,6,11444652.7655071,83724200.1675025,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,7,11811568.164443286,83519625.2386308,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,0,11427223.04707794,83882334.0361555,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,8,12265863.948655162,83116762.29086633,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,5,11759160.739581814,83429164.23877673,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,0.5,2,11846560.416840035,83461140.66852656,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,9,8806331.58616641,86517938.92978413,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,1,8386947.244663103,86863002.9962665,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,4,8753861.307999104,86327026.0178389,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,3,8666488.180281535,86485104.5023314,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,6,8474282.330395915,86869563.80181484,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,7,8177254.623323794,87251440.38670504,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,0,8579139.68453611,86708649.7368441,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,8,8439367.633738173,86781980.8999819,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,5,8666476.482886925,86489318.32295893,,,,
5.15.72-56eae305c-prague-91,cubic,DualPI2,1,2,9015962.128325103,86184265.10580264,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,9,47648454.397474416,47106886.40386304,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,1,47561144.053405344,47229205.22586828,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,4,47491275.53493992,47264091.925021745,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,3,47473891.2602016,47316603.54911877,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,6,47648309.09856666,47176434.39159166,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,7,47578757.25046486,47281612.84737642,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,0,47491391.866272025,47368918.83623234,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,8,47578446.46416646,47246238.01753561,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,5,47596219.85849048,47159329.40693662,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,8,2,47613343.67571792,47246432.475890465,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,9,47561018.833752654,47333763.31421881,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,1,47561940.56093592,47176846.31989115,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,4,47491067.40615546,47333722.29984185,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,3,47404025.6950751,47473890.46912216,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,6,47613281.790777,47141488.0991014,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,7,47456418.35211908,47421370.59960112,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,0,47613616.6060945,47159388.34478133,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,8,47561111.55963465,47316538.10719704,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,5,47560934.82600079,47281329.21437866,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,2,2,47526264.843174465,47403878.771211326,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,9,47473711.6858429,47386330.893928975,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,1,47473474.36498597,47351325.2556074,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,4,47543737.73466092,47229021.068339,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,3,47543740.111388825,47264083.261627875,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,6,47438573.913288645,47333592.1585394,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,7,47386994.18161098,47492051.08791912,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,0,47630805.3507464,47176571.17614526,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,8,47543788.43824101,47264114.76489353,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,5,47491337.26169823,47316598.81837137,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,4,2,47596134.2018807,47369044.3397183,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,9,46635051.79397228,47578631.98407043,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,1,46704974.347240746,47526194.35960124,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,4,47386425.64817528,47281712.90760706,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,3,46809880.19229954,47509471.20591697,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,6,46984362.50143722,47421010.269959144,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,7,47368730.1875895,47281233.0950792,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,0,47403581.76661219,47228825.8944055,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,8,47420988.9348231,47141481.02930087,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,5,47386458.02262962,47246689.1318782,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,0.5,2,47386392.48414597,47229200.5038624,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,9,46792434.58967482,47805725.95467266,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,1,46408025.307525344,48102963.2433291,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,4,47298992.72389133,47491327.76526344,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,3,46984532.3951338,47613505.52940086,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,6,47246661.576653875,47334063.82557209,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,7,47298935.97627934,47298921.78939762,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,0,47002089.06361666,47753340.8163211,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,8,45954196.990092486,48644626.358184084,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,5,46722556.212653324,48050565.28547686,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ,1,2,47386107.43333207,47438521.74135173,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,9,34664037.33990578,60138074.88769512,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,1,35566969.620264046,59202570.69628872,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,4,35466588.631403364,59401992.96578357,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,3,32216562.173598006,62528890.39977115,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,6,33264487.54521555,61462382.113138825,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,7,36899628.788079366,57882800.30716138,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,0,36025952.383995175,58878611.16035665,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,8,37125656.09626548,57706428.51207771,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,5,33890601.047460526,60863382.59901844,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,8,2,34244449.551615775,60661786.3720488,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,9,45635296.82140373,49269286.45365027,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,1,34260893.65379275,60502632.5974217,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,4,46859152.886447184,47959808.9113094,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,3,33596898.75956947,61201119.09974835,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,6,45549927.52202508,49289422.82244526,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,7,58092350.82281754,36969530.464345425,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,0,40342648.36249382,54477538.974745,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,8,49584177.73732655,45356161.75732895,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,5,49250918.1388793,45739118.47895584,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,2,2,44255172.7269251,50562576.195961684,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,9,35606142.490524665,59226924.97693478,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,1,33841884.16037903,60887514.53066907,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,4,34612032.0084502,60138841.463724524,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,3,34383471.16146273,60468104.35975427,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,6,34435171.237452365,60345514.80978603,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,7,33317697.789391488,61428936.80474001,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,0,36201371.14861406,58565122.30241624,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,8,37107748.6989277,57670864.9906538,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,5,34611985.2936778,60173685.32473008,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,4,2,33807025.51529193,60974985.883145265,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,9,43015324.327554114,50982462.652689174,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,1,43558917.539973736,50530331.586442485,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,4,43277471.93129038,51034526.59976967,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,3,43716915.1621912,50426509.384956256,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,6,45131522.85807537,49010513.265931,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,7,42874885.62958774,51086400.86245356,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,0,43612568.2521777,50443792.2206381,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,8,44396889.08204406,49621153.86823209,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,5,45900114.178362526,47857193.93662504,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,0.5,2,43174332.83422674,50722478.6937558,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,9,55893105.896593824,39084740.27141486,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,1,55857609.8590197,39084562.480635084,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,4,56169882.790876724,38751091.94083334,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,3,56782304.52973855,38157708.6439843,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,6,56574395.40242457,38438360.29944257,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,7,56609170.59614394,38315995.1352008,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,0,56573582.82619587,38438355.17558508,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,8,57009705.419663824,37965645.7370403,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,5,57847984.70594608,37179120.013574876,,,,
5.15.725.15-prague-lhagen+,bbr2,CoDel,1,2,56575005.321263514,38421305.72664786,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,9,1485070.683307939,93087803.8163912,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,1,1485027.678936302,92543481.65186147,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,4,1450108.127699704,92946548.70295276,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,3,1537495.6509678625,92878632.5310399,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,6,1537430.4046930382,92717594.58579734,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,7,1554921.982368881,92544053.70763984,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,0,1502519.3963259282,92894156.90460345,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,8,1502491.3830564492,92560502.25195032,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,5,1502497.2409728032,93241450.15698303,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),8,2,1519956.5656774682,92717687.274541,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,9,1572337.3979997865,92348785.75861023,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,1,1502474.6857421186,92908948.4245468,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,4,1537484.174189923,93069876.46543753,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,3,1450220.1246113623,92936279.55095856,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,6,1467674.9011623242,93127311.76566292,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,7,1467594.00608429,92598407.70041403,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,0,1485167.0934121015,92726581.62153386,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,8,1485002.71378957,92908812.20203675,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,5,1502501.7721274674,92578428.12631944,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),2,2,1537413.5496650485,92873974.6171606,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,9,1502490.25653931,92560525.38489425,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,1,1555079.2315317846,92832751.60577734,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,4,1485063.4332594573,92930127.3505181,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,3,1467604.0563479522,92581286.4710158,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,6,1554961.4147454572,92511568.63246596,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,7,1485076.4240108784,92564242.2280631,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,0,1467687.9850916343,92919847.5197447,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,8,1537490.6810920965,92721215.7638533,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,5,1432753.7525139733,92971867.48770913,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),4,2,1519939.876926441,92890841.6705987,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,9,38125526.48967546,55720680.47936221,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,1,38717503.64119364,55525367.45055886,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,4,40414693.62372316,53606619.37521083,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,3,38017888.67465158,55174980.9264593,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,6,38998398.80426455,54234245.6316943,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,7,38212927.13928738,55301180.90243551,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,0,40553041.7736114,53150464.31970818,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,8,37321856.157510966,56419667.643295065,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,5,41235788.90944554,52261084.9005081,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),0.5,2,42770439.7478289,50947299.3586432,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,9,33353476.691424638,61360171.28200507,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,1,1747212.5190592324,92479790.66866545,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,4,6114974.00647518,87846143.62080346,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,3,40185906.01773464,54233295.856785886,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,6,39643982.54225678,54896784.35596859,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,7,38577080.04502839,55996099.20163198,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,0,38053277.32187667,56485803.278324686,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,8,40081795.188964866,54513865.3674836,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,5,39312208.968480915,55124529.25763465,,,,
5.15.725.15-prague-lhagen+,bbr2,FIFO (ECN),1,2,8683327.7618028,85469537.71508454,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,9,48015489.80272318,46844889.98717463,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,1,47858125.37432255,46862127.0764977,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,4,48033022.71804912,46792383.127959765,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,3,47998101.69730124,46810481.59086794,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,6,47858263.3386397,46967114.31502433,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,7,47892802.1211995,46984237.23498244,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,0,48085088.08308528,46739566.48795334,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,8,48050393.9384315,46722590.46930164,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,5,47945607.04839743,46949600.74845449,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,8,2,47858307.20029445,47054549.3071389,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,9,47998145.68716713,46862337.134646915,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,1,47945304.25242774,46844463.0036801,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,4,47770814.4776286,46879724.8933936,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,3,47805670.192284875,47089333.48679222,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,6,47893085.43156765,46844699.521911934,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,7,47753515.08272728,47019443.649738654,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,0,47543832.01171656,47299147.992359,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,8,47735986.472333126,47071925.73921402,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,5,47858229.8443393,47089511.60729155,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,2,2,47753535.771974124,47159467.714644976,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,9,47945654.98478551,46914753.51098728,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,1,47631132.35265104,47194222.49638375,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,4,47893124.536642276,46949693.847247325,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,3,47770829.602114,46984541.79021277,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,6,47928158.1189787,47019449.1342691,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,7,47893158.85339303,46932175.58390874,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,0,47788288.93583494,47106964.11529465,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,8,48015442.59667233,46844841.59011684,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,5,47858252.97135123,46862223.90604255,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,4,2,47893076.6528862,46914724.58580325,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,9,46530304.60095904,47928196.4541442,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,1,47421846.30633087,47438945.444036566,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,4,45674131.495813,48609665.925802976,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,3,46635173.021756455,47980557.6232579,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,6,47106958.62053853,47578409.9946119,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,7,46408037.6806188,48015563.4123436,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,0,46442971.10971475,48120453.0075284,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,8,47159011.93094714,47508360.5007554,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,5,46984620.08268372,47596206.37548516,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,0.5,2,46442913.067253366,47945579.08554865,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,9,47840709.12868205,47002172.86798962,,,,
5.15.725.15-prague-lhagen+,bbr2,FQ-CoDel,1,1,47928265.93678798,46879769.42053258,,,,
