kernel,classic_cca,aqm,bdp,i,prague throughput,classic throughput,drops,classic,transition,scalable
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,1,47246677.3224924,47945573.4929828,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,4,47246635.59604324,47945619.83142488,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,3,47246623.7866842,47945516.768460125,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,6,47176717.394993484,47998068.90490822,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,7,47229284.7131088,47945593.466438234,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,0,47229335.8684051,47945584.6781158,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,8,47281590.7869101,47893146.88242788,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,5,47246748.966190256,47946199.06950839,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,2,2,47176879.337356314,47998018.5166843,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,9,47281506.48460348,47893125.33470569,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,1,47281672.72588875,47893219.5063751,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,4,47159198.9583642,48015349.785046384,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,3,47159302.68849555,47997955.33160066,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,6,47176788.146374464,47997927.33826235,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,7,47176862.042487845,47998098.4980414,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,0,47281607.33225791,47893235.4677117,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,8,47106709.0029698,48067636.12913761,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,5,47159329.40693662,48015498.60386156,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,4,2,47176745.6955204,47998109.695452675,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,9,45936292.1890102,49116261.95680658,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,1,45988643.49540161,49063883.381850354,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,4,46058425.299502224,49028790.53798868,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,3,45412035.13593863,49640466.51504712,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,6,45446955.16304613,49623082.10733925,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,7,45971310.79193332,49098843.89454453,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,0,45394509.29821603,49692943.134172425,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,8,44660784.31545719,50356793.5477899,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,5,45936168.18514624,49098748.98859277,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,0.5,2,45534239.88258831,49535516.94578202,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,9,47264176.983966574,47928075.0596638,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,1,47211692.2197812,47962840.16941374,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,4,47264856.67894003,47910642.11011257,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,3,47263777.68213038,47927830.67527235,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,6,47264199.82392058,47928071.86508053,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,7,47264084.83679016,47928087.8380012,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,0,47264025.76827631,47928630.923639186,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,8,47264111.614565074,47928140.548715,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,5,47264226.60182579,47928189.266296,,,,
5.15.725.15-prague-lhagen+,cubic,FQ-CoDel,1,2,47246791.480135664,47928235.58802224,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,9,50891127.039824285,44276672.29307504,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,1,48220630.273822375,46964104.91984014,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,4,46602339.06729902,48592127.74180677,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,3,62393727.74661652,32645923.12366955,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,6,62066458.15367008,32987562.554669015,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,7,59147353.66377396,35928452.2845575,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,0,51070024.91303243,44088431.23660595,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,8,60909812.47888688,34155316.48236513,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,5,42650960.076915264,52580529.64320706,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,8,2,55909216.8227536,39204074.39756385,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,9,54349449.4463241,40792699.8405812,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,1,62695838.34454993,32369874.4547653,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,4,64815510.52296935,30206428.980637852,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,3,63022136.41129684,32035025.75052925,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,6,63110868.16333094,31948450.836752024,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,7,62455127.85055523,32616374.58497326,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,0,63582160.81052443,31476603.87489938,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,8,66655517.05107385,28366962.96693871,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,5,56916552.221642934,38188982.64492427,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,2,2,67027879.08924534,27985052.903287716,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,9,54707211.2440714,40418801.91475195,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,1,69191690.21156466,25811427.81511334,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,4,64684881.472590566,30369093.219740126,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,3,52578694.68157153,42572730.14328603,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,6,69346061.71663593,25659808.395116612,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,7,64028846.363333456,31018870.703959785,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,0,61048526.23005233,34034246.63442802,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,8,71277815.9371597,23712646.001093738,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,5,61910781.034445144,33147143.374168012,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,4,2,67886660.77134074,27123215.919158872,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,9,40255753.63293681,54163419.3215166,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,1,29545511.38984051,65188781.50387738,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,4,41515020.83410644,52976837.6980548,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,3,29144276.958224393,65557304.59513837,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,6,27414143.106356274,67512968.95604697,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,7,38420377.451749474,56101618.88824645,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,0,37530516.38498716,57116946.37870894,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,8,31431690.166378386,63335205.35269236,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,5,35782439.57782898,58828017.18634266,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,0.5,2,39050374.83533204,55439298.02862357,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,9,51681311.42313932,43452265.9637902,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,1,48376310.04350442,46769104.98355814,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,4,52568150.14716978,42557813.82627086,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,3,44832768.03733243,50371175.06302719,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,6,56010562.80646732,39081478.426196024,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,7,52533581.52152064,42575096.216666,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,0,48447369.654021576,46717587.973524235,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,8,55909090.19716023,39171440.7720147,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,5,39430312.6651565,55817547.97777035,,,,
5.15.725.15-prague-lhagen+,cubic,FIFO,1,2,40427605.107730426,54806259.5491581,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,9,41672822.58517117,53250903.62814328,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,1,45306670.84403246,49602136.88063588,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,4,44940300.8667097,50088028.49478752,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,3,45935807.659196444,49040949.199000545,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,6,46635125.6185094,48273806.39311267,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,7,43245336.52919972,51732499.081928015,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,0,42808512.8080879,52224348.40279267,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,8,42983359.61300767,52079852.75710874,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,5,47054124.33316534,48028961.04928286,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,8,2,44678063.667897314,50336644.134697534,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,9,43594933.2707009,51437382.8831882,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,1,44206179.00336485,50772105.83710574,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,4,44381037.8816916,50541693.1972495,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,3,42703375.345296964,52432260.249630935,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,6,43349759.076732665,51712883.17648532,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,7,44276323.99600564,50738783.54710015,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,0,44101146.00406604,50878266.483389914,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,8,43419895.13350364,51576227.65987662,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,5,45394578.88969798,49587633.056885816,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,2,2,45079987.16983244,49917422.500302,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,9,43245357.427051924,51766441.99774005,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,1,42511435.8949475,52588044.811110325,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,4,42756068.572332,52290467.86469013,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,3,42616006.676918045,52451971.82046246,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,6,43647009.464745745,51383846.325299926,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,7,43944260.5783668,51054223.56295916,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,0,46302833.75249383,48642385.99392294,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,8,42773567.0833466,52275137.82639497,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,5,42127184.89687515,52938715.1388398,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,4,2,46495237.9578047,48480995.18285449,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,9,39576133.50952612,55454299.39244674,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,1,45603932.1733032,49355464.07889257,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,4,44800552.74728876,50143692.52782926,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,3,44887803.62577188,50040640.15165615,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,6,45150024.57945847,49860295.9459464,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,7,42895865.68327186,52009145.420841776,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,0,45726653.7894602,49303237.67063528,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,8,43979388.7913843,50933569.49702443,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,5,42686180.0099654,52398722.7138327,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,0.5,2,42109559.72035141,52696581.97952497,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,9,44835331.22313494,50157178.58656922,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,1,43770094.24437423,51262815.55399186,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,4,42965649.0049958,51945989.7196006,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,3,44136404.01406038,50756322.39296996,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,6,42004412.570326544,52993341.57977205,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,7,43105575.17183703,51974905.33552442,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,0,43472472.88537159,51555512.340134434,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,8,44084324.1301987,50894868.32916691,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,5,41986979.7324811,52901986.253662966,,,,
5.15.725.15-prague-lhagen+,cubic,DualPI2,1,2,46041057.55878384,48937391.422952466,,,,
